,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36
GH133,0.053325326,0.048992522,0.045112782,0.062616631,0.05144972,0.057709369,0.055794624,0.06324073,0.064930507,0.05897007,0.064347322,0.061102694,0.039438346,0.049798609,0.052883192,0.050108466,0.045400833,0.032785582,0.074372482,0.051945233,0.057914709,0.049913348,0.048036613,0.054241248,0.053195532,0.034343381,0.045074758,0.04593743,0.056231862,0.061959642,0.052893053,0.038332234,0.056985052,0.052779469,0.055967791,0.064659304,0.061961385,0.080687429,0.081800575,0.07344546,0.053630115,0.054391566,0.057723164,0.050328228,0.050540464,0.049083934,0.057775392,0.062268059,0.061903129,0.062738537,0.057491158,0.056618896,0.065153748,0.058568584,0.063399846,0.066573464,0.067674261,0.061496451,0.05230185,0.064807349,0.055446923,0.051761517,0.053396114,0.054858063,0.049358553,0.049973139,0.065847234,0.061613858,0.048342912,0.072169848,0.049851911,0.049509613
GH134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251463,0,0
GH135,0.014841353,0.021733525,0.010025063,0.015499166,0.01576685,0.009474672,0.017315573,0.008202773,0.022813421,0.012837022,0.014914942,0.009207255,0.01499309,0.017575979,0.030319697,0.017721287,0.023633311,0.018876547,0.016527218,0.018607248,0.01689179,0.034204579,0.00873393,0.007510327,0.012840301,0.023776187,0.019129288,0.012590259,0.010423467,0.009815389,0.029725022,0.021365507,0.013588743,0.026989501,0.020942786,0.011697161,0.008513778,0.008275634,0.013232446,0.01335372,0.010726023,0.011497404,0.024132848,0.01750547,0.017302141,0.016528263,0.013293453,0.010012954,0.012496876,0.016338161,0.016856046,0.013970896,0.0156369,0.010249502,0.017290867,0.008876462,0.019823773,0.016925629,0.014212459,0.019592919,0.01327187,0.011002448,0.015776125,0.020484973,0.010300915,0.021238584,0.016461809,0.014872311,0.014100016,0.016093625,0.028486806,0.015068143
GH136,0.001035443,0.001105094,0,0.002479867,0.001659668,0.001292001,0,0.0047629,0.002632318,0.001203471,0.000426141,0.000837023,0.001303747,0.001098499,0.003525546,0,0.002695027,0.000496751,0,0.000775302,0.001809835,0.001773571,0.000873393,0.002503442,0.001048188,0,0.000879507,0.000340277,0.001097207,0.001431411,0.003715628,0.001256795,0.000876693,0.002399067,0.001083248,0.000974763,0.002837926,0,0,0.001335372,0.000858082,0.001326624,0.000978359,0,0.000910639,0.002003426,0.000511287,0.002816143,0.001453125,0.000653526,0.003311009,0.00073531,0.002316578,0,0,0.002219115,0.001367157,0.000564188,0,0.002260721,0.000884791,0.001000223,0.002427096,0.000694406,0.001287614,0,0.002743635,0.002124616,0,0.00176024,0.001256771,0.000807222
GH137,0.000517722,0.001105094,0,0.000309983,0,0,0,0.000793817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001266836,0.000873393,0,0,0,0.000659631,0,0.000822905,0.000204487,0.001092832,0,0,0,0.000361083,0.000324921,0.001418963,0,0,0,0,0,0,0,0,0,0,0.000312905,0,0,0.000301001,0.00073531,0,0,0,0,0,0,0,0.000753574,0,0.000500111,0.001213548,0.000347203,0.000429205,0,0,0,0,0,0.000418924,0
GH138,0.000172574,0.001105094,0,0.000309983,0,0,0,0.002116845,0,0,0.00340913,0,0,0,0,0,0.00020731,0,0.001032951,0,0,0.000760102,0,0,0.000524094,0,0.000879507,0,0.001371509,0.000408975,0.000655699,0.001256795,0.000438347,0,0.000361083,0,0.000472988,0,0,0,0,0.000442208,0.00032612,0.003282276,0,0,0,0.00062581,0,0.000653526,0.001505004,0.00073531,0,0,0,0,0.000683578,0,0,0,0.000589861,0,0,0,0.000429205,0,0,0,0,0.000251463,0,0.000269074
GH139,0.000345148,0.001105094,0,0,0,0.000430667,0,0.000529211,0,0,0,0,0,0.000366166,0,0,0.001658478,0,0,0,0,0.000253367,0,0,0,0,0.000659631,0,0.000274302,0.000204487,0.000874265,0,0,0.000599767,0.000361083,0.000649842,0.00614884,0.000689636,0.00120295,0,0.000429041,0.000442208,0,0,0,0,0.000511287,0.000312905,0.000290625,0,0.000602002,0.001470621,0.000868717,0,0,0,0,0,0,0,0,0.001000223,0,0.000347203,0,0,0,0,0.001342859,0,0.000418924,0.000538148
GH14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204487,0,0,0,0,0,0,0,0,0,0,0,0,0.000978359,0,0,0.000500856,0.000511287,0,0.000290625,0,0.000301001,0,0.000289572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH140,0.00224346,0.002210189,0,0.003099833,0.004149171,0.001292001,0.003206588,0.005027506,0,0.005616197,0.006818259,0.001674046,0.002607494,0.002563164,0.004935765,0.003055394,0.004353505,0.002483756,0.003098853,0.005427114,0,0.00278704,0.003493572,0.003337923,0.004454798,0,0.002418646,0.00374305,0.005760337,0.004703207,0.002185663,0.001885192,0.001753386,0.0035986,0.00288866,0.002274448,0.006621827,0.002758545,0.002405899,0.00667686,0.002145205,0.001768831,0.002935076,0.001094092,0.003187236,0.003005139,0.002045147,0.010012954,0.0034875,0.002614106,0.003311009,0.002941241,0.003185294,0.002928429,0.001152724,0.002219115,0.000683578,0.004513501,0.001705495,0.000753574,0.002064513,0.002750612,0.004854192,0.003124826,0.004292048,0.001249328,0.002743635,0.002124616,0.003357147,0.00176024,0.002094618,0.003228888
GH141,0.001898313,0.004052013,0.003341688,0.0055797,0.000829834,0.000430667,0,0.002646056,0,0.000401157,0.000426141,0,0.006192798,0.001464665,0.005640874,0.000611079,0.005804673,0.002980507,0.001032951,0.000775302,0.001206556,0.003547142,0.002620179,0,0.001310235,0,0.001319261,0.002381941,0.001371509,0.001840385,0.004589893,0.001256795,0.000438347,0.002099183,0.000722165,0.000324921,0.003783901,0.000689636,0.00120295,0.002670744,0.000858082,0.000884416,0.00032612,0,0.000455319,0.001001713,0.000511287,0.005319382,0.00406875,0,0.002408007,0.001470621,0.002027006,0.000488072,0.001152724,0,0,0.001128375,0.000568498,0.000753574,0.000589861,0.001500334,0,0.000694406,0.001287614,0.001249328,0,0.000708205,0.001342859,0.003017555,0.001675694,0.000807222
GH142,0.001898313,0.005157108,0.001670844,0.000619967,0,0,0,0.003175267,0,0.000802314,0.000426141,0,0.00097781,0,0,0,0.000829239,0.000993502,0.001032951,0,0,0.001013469,0.000873393,0.000834481,0,0,0.000439754,0.000340277,0.001097207,0.001635898,0.001748531,0.001256795,0.000438347,0.000599767,0,0.000974763,0.000945975,0,0,0,0,0.000884416,0,0,0,0,0.000511287,0.000938714,0.000871875,0.000653526,0.002709007,0.00073531,0.00260615,0.000976143,0,0,0,0.000564188,0,0,0.00029493,0.000250056,0,0.000694406,0,0,0,0,0,0.000251463,0.000418924,0.000269074
GH143,0,0.000368365,0.001670844,0.000309983,0,0,0,0.001058422,0,0,0,0,0,0,0,0,0.000414619,0,0,0,0,0,0,0,0,0,0.000439754,0.000340277,0.000548604,0,0.000218566,0,0,0,0,0,0.000472988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301001,0.001470621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671429,0,0,0
GH144,0.027611819,0.035731388,0.023391813,0.030068382,0.013277347,0.022825347,0.021804796,0.02804819,0.013161589,0.016447434,0.017045648,0.029295812,0.012711533,0.021603808,0.014102184,0.010388341,0.021145594,0.012418781,0.016527218,0.00775302,0.009652451,0.022803053,0.019214645,0.020027538,0.015722817,0.010567194,0.01407212,0.017013863,0.020846934,0.020653214,0.022512333,0.018851918,0.014903783,0.020691951,0.013721136,0.01722082,0.022703408,0.022068357,0.022856043,0.012686034,0.025742455,0.003979871,0.013697022,0.018599562,0.014114904,0.019533402,0.021474039,0.012829098,0.020053126,0.018952266,0.027692076,0.027941793,0.022586633,0.016594432,0.019596316,0.015533808,0.019140195,0.006206064,0.004547987,0.00979646,0.015926244,0.011502559,0.024270961,0.013888117,0.024035469,0.002498657,0.013718174,0.005665642,0.006042864,0.02263166,0.017594792,0.00672685
GH145,0.000172574,0.000368365,0,0,0.000829834,0.000430667,0,0.000529211,0.000877439,0.000401157,0.001278424,0,0,0,0.002820437,0,0,0,0,0,0,0,0,0,0.000262047,0,0.000879507,0.001020832,0.001097207,0.000613462,0.000218566,0,0,0,0,0,0.001418963,0,0,0,0.000858082,0,0,0,0.000455319,0,0.001022573,0.00062581,0,0,0.000301001,0.002205931,0,0,0,0,0,0.000564188,0.000568498,0,0,0.000500111,0,0,0.00085841,0,0,0,0.000671429,0,0,0
GH146,0.006557807,0.015839688,0.005012531,0.01208935,0,0.008182672,0.005771858,0.010584223,0.004387196,0.008023139,0.011505813,0.00251107,0.009126229,0.007689491,0.006345983,0.007332946,0.019487116,0.010431776,0.008263609,0.003101208,0.005429504,0.014441933,0.006113751,0.016689615,0.016508958,0.005283597,0.008355321,0.009527763,0.012892183,0.010837825,0.013551113,0.014453137,0.010081971,0.00989615,0.009027063,0.010072555,0.00614884,0.009654906,0.009623597,0.002670744,0.008151778,0.003095455,0.011740304,0.007658643,0.006829792,0.005008565,0.007158013,0.00844843,0.015693751,0.007188791,0.015953044,0.008088414,0.014478611,0.007809145,0.009221796,0.003328673,0.008886519,0.002820938,0.005116485,0.003014295,0.015631313,0.005001113,0.007281288,0.004860841,0.015451373,0,0.012346356,0.004957437,0.005371435,0.008549738,0.003770313,0.008072219
GH147,0.000862869,0,0,0,0,0.001292001,0.001923953,0.001852239,0,0,0.002130706,0.000837023,0.000651873,0.001464665,0,0,0,0,0,0.001550604,0,0,0,0,0.000262047,0,0.000219877,0.001020832,0.000548604,0.001635898,0,0.001256795,0.000438347,0.000299883,0,0.000974763,0.000472988,0,0,0,0.002574246,0.000442208,0.001304478,0,0.001821278,0.000500856,0.00153386,0,0.000290625,0.001307053,0.002107006,0,0.001447861,0.001464215,0,0,0,0.000564188,0,0.001507148,0.000589861,0.000500111,0,0.001041609,0,0,0.001371817,0,0,0,0,0.000269074
GH148,0.000862869,0,0,0.000309983,0,0,0,0.000264606,0,0,0,0,0,0.001464665,0.001410218,0,0.001658478,0,0.001032951,0,0,0.001266836,0,0,0,0,0.000219877,0.001020832,0.001097207,0.001022436,0.000655699,0,0.000438347,0,0.000361083,0,0.001418963,0,0,0.000667686,0,0,0.000978359,0,0,0.000500856,0,0.004380667,0.000871875,0.000653526,0,0,0.002316578,0,0,0.001109558,0.002050735,0,0,0,0,0.001000223,0,0,0.001716819,0.001249328,0,0,0,0.00176024,0,0.000269074
GH149,0,0,0,0,0,0,0,0,0.000877439,0.000401157,0.001278424,0,0,0,0.001410218,0.000611079,0,0,0.003098853,0,0,0.000253367,0,0,0,0,0.000439754,0,0.001645811,0.002453847,0.000655699,0,0.000876693,0,0,0.001299685,0.00804079,0.006896361,0.00120295,0.01335372,0.000429041,0.002653247,0.002935076,0.002188184,0.012293626,0,0.002556433,0.010951669,0.001453125,0,0,0.004411862,0.002027006,0.000976143,0.001152724,0.001109558,0,0.013540503,0.013643961,0,0.00029493,0.010002225,0,0.003472029,0.001716819,0.013742613,0.002743635,0.001416411,0.005371435,0,0,0.002959814
GH15,0.057294525,0.061516926,0.038429407,0.071296164,0.075514912,0.047804029,0.041685639,0.035457146,0.057033553,0.047737675,0.023437766,0.041851161,0.085395426,0.053094105,0.052883192,0.043997678,0.057424798,0.086434717,0.025823779,0.054271139,0.060327821,0.064101914,0.058517328,0.040055076,0.03694862,0.052835971,0.040237467,0.02484024,0.025784366,0.023516036,0.056171548,0.042731015,0.036382764,0.066574103,0.058134287,0.050687696,0.028852248,0.02689581,0.034885539,0.02670744,0.062210934,0.015035067,0.027394044,0.041575492,0.019123419,0.036562522,0.023519186,0.015645241,0.055509378,0.042479218,0.052374144,0.017647448,0.053281288,0.041974152,0.048414427,0.026629386,0.039647547,0.053597824,0.028424918,0.023360789,0.035391653,0.020504562,0.040047086,0.019790567,0.054509011,0.013742613,0.041154522,0.049574369,0.04095719,0.048532337,0.065352084,0.053276648
GH150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032612,0,0,0,0,0.000312905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH151,0,0.000368365,0,0,0,0,0.000641318,0.000529211,0,0.000401157,0.001278424,0,0.000325937,0,0,0,0.001036549,0.001987005,0,0.000775302,0,0.001013469,0,0,0.000262047,0,0.000439754,0.000340277,0.000548604,0.000613462,0.000218566,0,0,0.000599767,0.000361083,0,0,0.000689636,0,0.002003058,0,0,0,0,0,0,0.001022573,0.001251619,0,0,0.000301001,0.00073531,0.001158289,0.001464215,0,0.002219115,0.001367157,0,0,0.000753574,0,0.000500111,0,0.000694406,0.000429205,0,0,0.002124616,0.002685717,0.000251463,0.000418924,0.001076296
GH152,0.006212659,0.002578554,0.005012531,0.0018599,0.000829834,0.007752005,0.001923953,0.0047629,0.001754879,0.004813883,0.006392118,0.004185116,0.002933431,0.000732332,0,0.001222158,0.003109646,0.002483756,0.007230658,0.000775302,0.00663606,0.001266836,0.004366965,0.000834481,0.002358423,0,0.005057168,0.0074861,0.003017319,0.003271796,0.003497061,0.001256795,0.002191733,0.001199533,0.001083248,0.003899054,0.001418963,0.001379272,0.00120295,0,0.001716164,0.000442208,0.005544033,0.006564551,0.003642556,0.00851456,0.007158013,0.00062581,0.00174375,0.000653526,0.006923019,0,0.000868717,0.000976143,0.003458173,0.003328673,0,0.002256751,0.003979489,0.001507148,0.001474652,0.004751057,0.007281288,0.001388812,0.005579663,0.003747985,0.002743635,0.000708205,0.000671429,0.000251463,0.004189236,0.001076296
GH153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000884416,0,0,0.000455319,0,0,0,0,0,0,0,0,0,0,0,0.000683578,0,0,0.000753574,0,0,0,0.000347203,0,0,0,0,0,0.000251463,0,0
GH154,0.002761182,0.001105094,0.001670844,0.001549917,0.005808839,0.005168003,0.006413175,0.003439872,0.001754879,0.00521504,0.008096683,0.004185116,0.005540925,0.002563164,0.002115328,0.00549971,0.002695027,0.002483756,0.001032951,0.003101208,0.004826226,0.005067345,0.000873393,0.008344807,0.010481878,0.005283597,0.004177661,0.008506931,0.009600562,0.005316669,0.004589893,0.006283973,0.007013545,0.002998833,0.003249743,0.00584858,0.009459753,0.00896527,0.00120295,0.004006116,0.003003286,0.006633118,0.00782687,0.004376368,0.00910639,0.001502569,0.0076693,0.006571001,0.002034375,0.000653526,0.004515012,0.007353103,0.002895722,0.007809145,0.008069071,0.008876462,0.004785049,0.014668878,0.015917954,0.00979646,0.008258052,0.010502337,0.007281288,0.006249653,0.015022168,0.007495971,0.009602722,0.008498463,0.007385723,0.00176024,0.002513542,0.007803145
GH156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274302,0,0,0,0,0,0,0,0.000472988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251463,0,0
GH158,0.000172574,0,0,0,0,0,0,0.002116845,0,0,0.000426141,0,0,0,0.002115328,0,0.000829239,0,0,0,0,0.000253367,0.001746786,0,0,0,0.000219877,0.001020832,0.000274302,0.000204487,0,0,0.000438347,0,0,0.000324921,0.000472988,0,0.00120295,0.002003058,0,0.000442208,0.000652239,0,0.006374473,0,0,0.001877429,0.000290625,0.000653526,0.000301001,0.001470621,0.000579144,0,0,0,0,0.003385126,0.002842492,0,0,0.002000445,0,0.001041609,0.000429205,0.002498657,0,0,0.000671429,0.000502926,0,0.000538148
GH159,0,0,0,0,0.000829834,0,0,0.000529211,0,0,0.000852282,0.000837023,0,0,0,0,0,0,0,0,0,0.000253367,0,0,0.000262047,0,0.000219877,0.000680555,0.000548604,0,0.000218566,0,0,0,0,0,0,0,0,0,0.000429041,0,0,0,0,0,0,0.000312905,0.000290625,0,0,0.001470621,0.000289572,0,0,0,0.000683578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269074
GH16,0.076450225,0.060780197,0.06182122,0.053937098,0.056428726,0.071490711,0.043609592,0.071972714,0.047381721,0.045330734,0.06008591,0.045199253,0.069098589,0.043207616,0.055703628,0.060496807,0.079192321,0.065571165,0.056812313,0.037989797,0.073599942,0.064101914,0.057643935,0.049234364,0.054243719,0.044910575,0.094986807,0.072138779,0.062815104,0.060323744,0.069285529,0.049643385,0.052601587,0.054878652,0.044052068,0.050362774,0.076151016,0.041378169,0.048117985,0.04006116,0.063069016,0.03095455,0.049244055,0.051422319,0.050995784,0.043574512,0.037323926,0.054758344,0.047953128,0.034636901,0.067424185,0.041912689,0.061099737,0.043438366,0.05417805,0.027738943,0.040331125,0.04287826,0.049459358,0.030142953,0.050433105,0.053261851,0.035192893,0.037497917,0.085411758,0.064965081,0.060359965,0.035410263,0.044985766,0.039479673,0.059906077,0.049778687
GH160,0,0,0,0.000309983,0,0,0,0.000264606,0,0,0,0,0,0.000732332,0.000705109,0,0.00020731,0.000496751,0,0.000775302,0,0,0,0,0,0,0,0,0,0.000408975,0,0,0,0,0,0.000324921,0.000472988,0.002068908,0,0.000667686,0,0,0,0,0,0,0,0.001251619,0.000871875,0,0.000903002,0,0.000289572,0,0,0,0,0,0,0,0,0.000250056,0,0,0,0,0,0,0.000671429,0.000251463,0,0.000269074
GH161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062581,0.000290625,0,0,0.00073531,0,0,0,0.001109558,0,0.001128375,0.002273993,0,0,0.002500556,0,0,0,0.001249328,0,0,0.001342859,0,0,0.001076296
GH162,0.000862869,0,0,0.000309983,0.000829834,0.000430667,0.001282635,0.001323028,0,0.002005785,0.000852282,0.000837023,0,0,0,0.000611079,0,0,0,0,0.000603278,0,0,0.000834481,0.000524094,0.002641799,0.000219877,0.000680555,0.001645811,0.002453847,0.000218566,0,0.000438347,0.000599767,0,0.000324921,0.000472988,0.000689636,0,0.001335372,0,0,0.000978359,0,0,0.001001713,0,0,0.000290625,0.000653526,0.000602002,0.001470621,0,0,0.001152724,0,0,0,0,0.000753574,0.000884791,0.000750167,0,0,0.001287614,0,0,0,0,0,0,0
GH163,0.000517722,0.001473459,0.001670844,0.000619967,0.001659668,0.000430667,0,0.001323028,0,0.000401157,0.001278424,0,0.000325937,0.000366166,0.002115328,0.000611079,0.000621929,0,0.002065902,0,0,0.000506735,0,0,0.000786141,0,0.000659631,0.000680555,0.002468716,0.001840385,0.000874265,0.000628397,0,0,0,0.001299685,0.002364938,0.001379272,0,0,0,0,0.000978359,0,0.000455319,0,0.001022573,0.001877429,0,0.000653526,0.000301001,0.00073531,0.00260615,0.000976143,0,0,0.002050735,0,0,0.000753574,0.000589861,0.002000445,0.001213548,0.000694406,0.000429205,0,0.001371817,0.001416411,0.001342859,0.000251463,0,0.000538148
GH164,0.000172574,0.000368365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253367,0,0,0,0,0,0,0,0,0,0,0,0.000299883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290625,0,0,0,0.000289572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH165,0,0.001473459,0,0,0,0.001722668,0,0.001323028,0.000877439,0.000401157,0.000426141,0,0.000651873,0,0,0,0.000414619,0,0,0.000775302,0,0.000760102,0,0,0.000524094,0,0.001539138,0.000680555,0.003291621,0.001431411,0,0,0,0,0,0,0.000472988,0,0,0,0.000429041,0,0,0,0.000455319,0,0,0,0,0,0,0,0.002027006,0,0,0,0,0,0,0.000753574,0.000589861,0.001250278,0,0,0.00085841,0,0,0,0.000671429,0,0.000418924,0.000269074
GH17,0.017947683,0.027258997,0.020050125,0.029758399,0.020745855,0.023686681,0.023728748,0.019316206,0.0245683,0.023267102,0.017045648,0.015903441,0.014667153,0.032954962,0.01833284,0.014054814,0.024462549,0.014405786,0.023757876,0.030236777,0.015685234,0.029897336,0.020088038,0.028372345,0.019915568,0.023776187,0.018029903,0.015652754,0.015635201,0.017176931,0.030162154,0.016966726,0.033314338,0.031487751,0.027803354,0.027293375,0.022230421,0.031723263,0.025261942,0.024704382,0.022739169,0.025648056,0.026741805,0.020787746,0.047808547,0.020535115,0.020451466,0.03504534,0.033712502,0.021566372,0.022575062,0.029412414,0.022007488,0.022939362,0.046108979,0.031067616,0.043065439,0.050776886,0.044911371,0.024867936,0.01976034,0.035507901,0.021843865,0.035414699,0.015022168,0.062466424,0.032923617,0.027620005,0.038942902,0.038976747,0.033513889,0.024754806
GH18,0.039346842,0.037941577,0.023391813,0.035648082,0.021575689,0.047804029,0.025011383,0.03519254,0.033342693,0.031691398,0.034517438,0.026784743,0.028356497,0.025631637,0.040896335,0.025665312,0.033998798,0.032785582,0.03615329,0.024809663,0.042832753,0.049153247,0.039302683,0.034213711,0.03694862,0.021134388,0.04353562,0.039131885,0.029350289,0.032104501,0.041090471,0.028277877,0.036821111,0.036285885,0.033941757,0.036716087,0.030744199,0.013792723,0.034885539,0.022033638,0.036897519,0.020783769,0.032285837,0.037199125,0.018668099,0.034559096,0.028120766,0.023467862,0.033131252,0.023526951,0.042140116,0.020588689,0.036196527,0.02879622,0.028818112,0.023300712,0.02119093,0.015797254,0.021602938,0.020346493,0.029198114,0.022505007,0.033979345,0.022915394,0.038628433,0.017490599,0.024692713,0.019829747,0.026185744,0.034701878,0.042311285,0.036863136
GH19,0.033479331,0.030574281,0.056808688,0.037817965,0.045640881,0.040913358,0.048740132,0.038103201,0.042994525,0.038912223,0.049006239,0.045199253,0.028356497,0.043207616,0.043716772,0.039720126,0.035864585,0.031295329,0.041318046,0.041866307,0.034990136,0.040032026,0.05327697,0.060917094,0.041665466,0.042268777,0.034300792,0.057166579,0.039499454,0.035580785,0.038249109,0.030163069,0.039012844,0.036285885,0.048385058,0.040615141,0.058177484,0.03586108,0.049320935,0.048073392,0.044191215,0.060582476,0.044678381,0.06345733,0.041434074,0.045577938,0.056241532,0.05256801,0.032840627,0.046400376,0.036120099,0.050001103,0.039671393,0.04148608,0.040345356,0.039944078,0.044432596,0.053597824,0.043205876,0.054257315,0.039520679,0.045010015,0.038833538,0.050344425,0.051933782,0.046225154,0.041154522,0.038243084,0.047671483,0.03570773,0.035189584,0.044128133
GH2,0.088702969,0.10829926,0.093567251,0.102294497,0.088792259,0.098622727,0.055153307,0.105577621,0.062298189,0.072609406,0.08139297,0.11216111,0.076595134,0.065177591,0.080382451,0.049497388,0.097435578,0.061100403,0.096064456,0.051169931,0.093508123,0.107174347,0.102186976,0.094296324,0.074945429,0.047552374,0.086191733,0.104124841,0.068301139,0.097540427,0.101851913,0.060326138,0.071450489,0.083667453,0.077632743,0.084804414,0.127233684,0.098617969,0.078191726,0.111503562,0.086666266,0.058813645,0.076638099,0.079868709,0.074217078,0.08214046,0.070046271,0.118590927,0.101137506,0.076462592,0.094815261,0.082354758,0.105983431,0.063449299,0.069163468,0.059916117,0.065623526,0.081243018,0.080726768,0.046721577,0.074617401,0.075016691,0.066745143,0.059371702,0.095283468,0.092450308,0.111117208,0.082151811,0.094671537,0.075690328,0.081690105,0.086641822
